"challenge_name","company_name","ticker","exchange","yahoo_symbol","quote_url","quote_currency","sector","industry","market_cap","market_cap_currency","market_cap_source_date","market_cap_date_basis","market_cap_precision","data_retrieved_date","challenge_sector","listing_match_status","notes","alternative_yahoo_symbols","listing_source_url","classification_source_url","market_cap_source_url","supplemental_source_url"
"BQUE NAT. BELGIQUE","Banque nationale de Belgique SA","BNB","Euronext Brussels","BNB.BR","https://stockanalysis.com/quote/ebr/BNB/","EUR","Financial Services","Banks—Regional",144400000,"EUR","2026-09-16","retrieval date of daily exchange list","rounded source display","2026-09-16","Finance","company matched to selected lookup listing","","","https://query2.finance.yahoo.com/v8/finance/chart/BNB.BR?interval=1d&range=1d","https://query2.finance.yahoo.com/v1/finance/search?q=BQUE+NAT.+BELGIQUE&quotesCount=8&newsCount=0","https://stockanalysis.com/list/euronext-brussels/",""
"BREDERODE","Brederode SA","BREB","Euronext Brussels","BREB.BR","https://stockanalysis.com/quote/ebr/BREB/","EUR","Financial Services","Asset Management",3090000000,"EUR","2026-09-16","retrieval date of daily exchange list","rounded source display","2026-09-16","Finance","company matched to selected lookup listing","","","https://query2.finance.yahoo.com/v8/finance/chart/BREB.BR?interval=1d&range=1d","https://query2.finance.yahoo.com/v1/finance/search?q=BREDERODE&quotesCount=8&newsCount=0","https://stockanalysis.com/list/euronext-brussels/",""
"BRENNTAG SE","Brenntag SE","BNR","Xetra","BNR.DE","https://stockanalysis.com/quote/etr/BNR/","EUR","Basic Materials","Specialty Chemicals",8760000000,"EUR","2026-09-16","quote date shown by market-cap source","rounded source display","2026-09-16","Matériaux","company matched to selected lookup listing","","","https://query2.finance.yahoo.com/v8/finance/chart/BNR.DE?interval=1d&range=1d","https://query2.finance.yahoo.com/v1/finance/search?q=BRENNTAG+SE&quotesCount=8&newsCount=0","https://stockanalysis.com/quote/etr/BNR/",""
"Bristol-Myers Squibb Co","Bristol-Myers Squibb Company","BMY","NYSE","BMY","https://finance.yahoo.com/quote/BMY/","USD","Healthcare","Drug Manufacturers - General",129916649472,"USD","2026-09-16","quote date shown by market-cap source","provider raw value","2026-09-16","Soins de santé","company matched to selected lookup listing","","","https://finance.yahoo.com/quote/BMY/","https://finance.yahoo.com/quote/BMY/","https://finance.yahoo.com/quote/BMY/",""
"Broadcom Inc.","Broadcom Inc.","AVGO","Nasdaq Global Select Market","AVGO","https://finance.yahoo.com/quote/AVGO/","USD","Technology","Semiconductors",1620695187456,"USD","2026-09-16","quote date shown by market-cap source","provider raw value","2026-09-16","IT","company matched to selected lookup listing","","","https://finance.yahoo.com/quote/AVGO/","https://finance.yahoo.com/quote/AVGO/","https://finance.yahoo.com/quote/AVGO/",""
"BRUNEL INTERNAT","Brunel International N.V.","BRNL","Euronext Amsterdam","BRNL.AS","https://stockanalysis.com/quote/ams/BRNL/","EUR","Industrials","Staffing & Employment Services",368310000,"EUR","2026-09-16","retrieval date of daily exchange list","rounded source display","2026-09-16","Industrie","company matched to selected lookup listing","","","https://query2.finance.yahoo.com/v8/finance/chart/BRNL.AS?interval=1d&range=1d","https://query2.finance.yahoo.com/v1/finance/search?q=BRUNEL+INTERNAT&quotesCount=8&newsCount=0","https://stockanalysis.com/list/euronext-amsterdam/",""
"Cadence Design Systems","Cadence Design Systems, Inc.","CDNS","Nasdaq Global Select Market","CDNS","https://finance.yahoo.com/quote/CDNS/","USD","Technology","Software - Application",77082492928,"USD","2026-09-16","quote date shown by market-cap source","provider raw value","2026-09-16","IT","company matched to selected lookup listing","","","https://finance.yahoo.com/quote/CDNS/","https://finance.yahoo.com/quote/CDNS/","https://finance.yahoo.com/quote/CDNS/",""
"CAIXABANK S.A.","CaixaBank, S.A.","CABK","Bolsa de Madrid","CABK.MC","https://finance.yahoo.com/quote/CABK.MC/","EUR","Financial Services","Banks - Regional",91580000000,"EUR","2026-09-16","quote date shown by market-cap source","rounded source display","2026-09-16","Finance","company matched to selected lookup listing","","","https://finance.yahoo.com/quote/CABK.MC/","https://finance.yahoo.com/quote/CABK.MC/","https://stockanalysis.com/quote/bme/CABK/",""
"CAMPINE","Campine NV","CAMB","Euronext Brussels","CAMB.BR","https://stockanalysis.com/quote/ebr/CAMB/","EUR","Industrials","Waste Management",279750000,"EUR","2026-09-16","retrieval date of daily exchange list","rounded source display","2026-09-16","Matériaux","company matched to selected lookup listing","","","https://query2.finance.yahoo.com/v8/finance/chart/CAMB.BR?interval=1d&range=1d","https://query2.finance.yahoo.com/v1/finance/search?q=CAMPINE&quotesCount=8&newsCount=0","https://stockanalysis.com/list/euronext-brussels/",""
"CAPGEMINI","Capgemini SE","CAP","Euronext Paris","CAP.PA","https://finance.yahoo.com/quote/CAP.PA/","EUR","Technology","Information Technology Services",17538134016,"EUR","2026-09-16","quote date shown by market-cap source","provider raw value","2026-09-16","IT","company matched to selected lookup listing","","","https://finance.yahoo.com/quote/CAP.PA/","https://finance.yahoo.com/quote/CAP.PA/","https://finance.yahoo.com/quote/CAP.PA/",""
"CARE PROPERTY INVEST","Care Property Invest NV","CPINV","Euronext Brussels","CPINV.BR","https://stockanalysis.com/quote/ebr/CPINV/","EUR","Real Estate","REIT—Healthcare Facilities",516580000,"EUR","2026-09-16","retrieval date of daily exchange list","rounded source display","2026-09-16","Immobilier","company matched to selected lookup listing","","","https://query2.finance.yahoo.com/v8/finance/chart/CPINV.BR?interval=1d&range=1d","https://query2.finance.yahoo.com/v1/finance/search?q=CARE+PROPERTY+INVEST&quotesCount=8&newsCount=0","https://stockanalysis.com/list/euronext-brussels/",""
"Carlisle Companies","Carlisle Companies Incorporated","CSL","NYSE","CSL","https://finance.yahoo.com/quote/CSL/","USD","Industrials","Building Products & Equipment",12610826240,"USD","2026-09-16","quote date shown by market-cap source","provider raw value","2026-09-16","Industrie","company matched to selected lookup listing","","","https://finance.yahoo.com/quote/CSL/","https://query2.finance.yahoo.com/v1/finance/search?q=Carlisle+Companies&quotesCount=8&newsCount=0","https://finance.yahoo.com/quote/CSL/",""
"CARREFOUR","Carrefour SA","CA","Euronext Paris","CA.PA","https://finance.yahoo.com/quote/CA.PA/","EUR","Consumer Defensive","Grocery Stores",11894978560,"EUR","2026-09-16","quote date shown by market-cap source","provider raw value","2026-09-16","Biens de consommation courants","company matched to selected lookup listing","","","https://finance.yahoo.com/quote/CA.PA/","https://query2.finance.yahoo.com/v1/finance/search?q=CARREFOUR&quotesCount=8&newsCount=0","https://finance.yahoo.com/quote/CA.PA/",""
"Carrier Global Corp","Carrier Global Corporation","CARR","NYSE","CARR","https://finance.yahoo.com/quote/CARR/","USD","Industrials","Building Products & Equipment",44727877632,"USD","2026-09-16","quote date shown by market-cap source","provider raw value","2026-09-16","Industrie","company matched to selected lookup listing","","","https://finance.yahoo.com/quote/CARR/","https://finance.yahoo.com/quote/CARR/","https://finance.yahoo.com/quote/CARR/",""
"Caterpillar","Caterpillar Inc.","CAT","NYSE","CAT","https://finance.yahoo.com/quote/CAT/","USD","Industrials","Farm & Heavy Construction Machinery",359796703232,"USD","2026-09-16","quote date shown by market-cap source","provider raw value","2026-09-16","Industrie","company matched to selected lookup listing","","","https://finance.yahoo.com/quote/CAT/","https://finance.yahoo.com/quote/CAT/","https://finance.yahoo.com/quote/CAT/",""
"CDW Corp","CDW Corporation","CDW","Nasdaq Global Select Market","CDW","https://finance.yahoo.com/quote/CDW/","USD","Technology","Information Technology Services",18747613184,"USD","2026-09-16","quote date shown by market-cap source","provider raw value","2026-09-16","Consommation discrétionnaire","company matched to selected lookup listing","","","https://finance.yahoo.com/quote/CDW/","https://finance.yahoo.com/quote/CDW/","https://finance.yahoo.com/quote/CDW/",""
"Cencora","Cencora, Inc.","COR","NYSE","COR","https://finance.yahoo.com/quote/COR/","USD","Healthcare","Medical Distribution",60778455040,"USD","2026-09-16","quote date shown by market-cap source","provider raw value","2026-09-16","Soins de santé","company matched to selected lookup listing","","","https://finance.yahoo.com/quote/COR/","https://query2.finance.yahoo.com/v1/finance/search?q=Cencora&quotesCount=8&newsCount=0","https://finance.yahoo.com/quote/COR/",""
"CGI","CGI Inc.","GIB","NYSE","GIB","https://finance.yahoo.com/quote/GIB/","USD","Technology","Information Technology Services",14681647104,"USD","2026-09-16","quote date shown by market-cap source","provider raw value","2026-09-16","IT","company matched to selected lookup listing","US NYSE listing selected; Canadian GIB-A.TO listing also exists.","","https://finance.yahoo.com/quote/GIB/","https://finance.yahoo.com/quote/GIB/","https://finance.yahoo.com/quote/GIB/",""
"Charter Communications","Charter Communications, Inc.","CHTR","Nasdaq Global Select Market","CHTR","https://finance.yahoo.com/quote/CHTR/","USD","Communication Services","Telecom Services",18194960384,"USD","2026-09-16","quote date shown by market-cap source","provider raw value","2026-09-16","Consommation discrétionnaire","company matched to selected lookup listing","","","https://finance.yahoo.com/quote/CHTR/","https://finance.yahoo.com/quote/CHTR/","https://finance.yahoo.com/quote/CHTR/",""
"Chevron Corp","Chevron Corporation","CVX","NYSE","CVX","https://finance.yahoo.com/quote/CVX/","USD","Energy","Oil & Gas Integrated",414957568000,"USD","2026-09-16","quote date shown by market-cap source","provider raw value","2026-09-16","Énergie","company matched to selected lookup listing","","","https://finance.yahoo.com/quote/CVX/","https://finance.yahoo.com/quote/CVX/","https://finance.yahoo.com/quote/CVX/",""
"Chipotle Mexican Grill","Chipotle Mexican Grill, Inc.","CMG","NYSE","CMG","https://finance.yahoo.com/quote/CMG/","USD","Consumer Cyclical","Restaurants",42619277312,"USD","2026-09-16","quote date shown by market-cap source","provider raw value","2026-09-16","Consommation discrétionnaire","company matched to selected lookup listing","","","https://finance.yahoo.com/quote/CMG/","https://query2.finance.yahoo.com/v1/finance/search?q=Chipotle+Mexican+Grill&quotesCount=8&newsCount=0","https://finance.yahoo.com/quote/CMG/",""
"CHRISTIAN DIOR","Christian Dior SE","CDI","Euronext Paris","CDI.PA","https://finance.yahoo.com/quote/CDI.PA/","EUR","Consumer Cyclical","Luxury Goods",67110000000,"EUR","2026-09-16","quote date shown by market-cap source","rounded source display","2026-09-16","Consommation discrétionnaire","company matched to selected lookup listing","","","https://finance.yahoo.com/quote/CDI.PA/","https://finance.yahoo.com/quote/CDI.PA/","https://stockanalysis.com/quote/epa/CDI/",""
"Chubb Limited","Chubb Limited","CB","NYSE","CB","https://finance.yahoo.com/quote/CB/","USD","Financial Services","Insurance - Property & Casualty",131762233344,"USD","2026-09-16","quote date shown by market-cap source","provider raw value","2026-09-16","Finance","company matched to selected lookup listing","","","https://finance.yahoo.com/quote/CB/","https://finance.yahoo.com/quote/CB/","https://finance.yahoo.com/quote/CB/",""
"CIE BOIS SAUVAGE","Compagnie du Bois Sauvage S.A.","COMB","Euronext Brussels","COMB.BR","https://stockanalysis.com/quote/ebr/COMB/","EUR","Consumer Defensive","Confectioners",479320000,"EUR","2026-09-16","retrieval date of daily exchange list","rounded source display","2026-09-16","Finance","company matched to selected lookup listing","","","https://query2.finance.yahoo.com/v8/finance/chart/COMB.BR?interval=1d&range=1d","https://query2.finance.yahoo.com/v1/finance/search?q=CIE+BOIS+SAUVAGE&quotesCount=8&newsCount=0","https://stockanalysis.com/list/euronext-brussels/",""
"CIENA","Ciena Corporation","CIEN","NYSE","CIEN","https://finance.yahoo.com/quote/CIEN/","USD","Technology","Communication Equipment",48285802496,"USD","2026-09-16","quote date shown by market-cap source","provider raw value","2026-09-16","IT","company matched to selected lookup listing","","","https://finance.yahoo.com/quote/CIEN/","https://finance.yahoo.com/quote/CIEN/","https://finance.yahoo.com/quote/CIEN/",""
"Cigna Group (The)","The Cigna Group","CI","NYSE","CI","https://finance.yahoo.com/quote/CI/","USD","Healthcare","Healthcare Plans",74106249216,"USD","2026-09-16","quote date shown by market-cap source","provider raw value","2026-09-16","Soins de santé","company matched to selected lookup listing","","","https://finance.yahoo.com/quote/CI/","https://finance.yahoo.com/quote/CI/","https://finance.yahoo.com/quote/CI/",""
"Cintas Corp","Cintas Corporation","CTAS","Nasdaq Global Select Market","CTAS","https://finance.yahoo.com/quote/CTAS/","USD","Industrials","Specialty Business Services",79817826304,"USD","2026-09-16","quote date shown by market-cap source","provider raw value","2026-09-16","Industrie","company matched to selected lookup listing","","","https://finance.yahoo.com/quote/CTAS/","https://finance.yahoo.com/quote/CTAS/","https://finance.yahoo.com/quote/CTAS/",""
"Cipher Mining","Cipher Digital Inc.","CIFR","Nasdaq Global Select Market","CIFR","https://finance.yahoo.com/quote/CIFR/","USD","Technology","Information Technology Services",6939313152,"USD","2026-09-16","quote date shown by market-cap source","provider raw value","2026-09-16","Autres","company matched to selected lookup listing","Challenge uses the former name Cipher Mining; current quoted name is Cipher Digital.","","https://finance.yahoo.com/quote/CIFR/","https://finance.yahoo.com/quote/CIFR/","https://finance.yahoo.com/quote/CIFR/",""
"Cisco Systems","Cisco Systems, Inc.","CSCO","Nasdaq Global Select Market","CSCO","https://finance.yahoo.com/quote/CSCO/","USD","Technology","Communication Equipment",424774303744,"USD","2026-09-16","quote date shown by market-cap source","provider raw value","2026-09-16","IT","company matched to selected lookup listing","","","https://finance.yahoo.com/quote/CSCO/","https://finance.yahoo.com/quote/CSCO/","https://finance.yahoo.com/quote/CSCO/",""
"Citigroup","Citigroup Inc.","C","NYSE","C","https://finance.yahoo.com/quote/C/","USD","Financial Services","Banks - Diversified",223015223296,"USD","2026-09-16","quote date shown by market-cap source","provider raw value","2026-09-16","Finance","company matched to selected lookup listing","","","https://finance.yahoo.com/quote/C/","https://finance.yahoo.com/quote/C/","https://finance.yahoo.com/quote/C/",""
"CM.COM","CM.com N.V.","CMCOM","Euronext Amsterdam","CMCOM.AS","https://stockanalysis.com/quote/ams/CMCOM/","EUR","Technology","Software—Application",230880000,"EUR","2026-09-16","retrieval date of daily exchange list","rounded source display","2026-09-16","IT","company matched to selected lookup listing","","","https://query2.finance.yahoo.com/v8/finance/chart/CMCOM.AS?interval=1d&range=1d","https://query2.finance.yahoo.com/v1/finance/search?q=CM.COM&quotesCount=8&newsCount=0","https://stockanalysis.com/list/euronext-amsterdam/",""
"CMB.TECH","Cmb.Tech NV","CMBT","Euronext Brussels","CMBT.BR","https://stockanalysis.com/quote/ebr/CMBT/","EUR","Energy","Oil & Gas Midstream",4930000000,"EUR","2026-09-16","retrieval date of daily exchange list","rounded source display","2026-09-16","Industrie","company matched to selected lookup listing","","","https://query2.finance.yahoo.com/v8/finance/chart/CMBT.BR?interval=1d&range=1d","https://query2.finance.yahoo.com/v1/finance/search?q=CMB.TECH&quotesCount=8&newsCount=0","https://stockanalysis.com/list/euronext-brussels/",""
"CME Group","CME Group Inc.","CME","Nasdaq Global Select Market","CME","https://finance.yahoo.com/quote/CME/","USD","Financial Services","Financial Data & Stock Exchanges",97970962432,"USD","2026-09-16","quote date shown by market-cap source","provider raw value","2026-09-16","Finance","company matched to selected lookup listing","","","https://finance.yahoo.com/quote/CME/","https://finance.yahoo.com/quote/CME/","https://finance.yahoo.com/quote/CME/",""
"Coca-Cola Company","The Coca-Cola Company","KO","NYSE","KO","https://finance.yahoo.com/quote/KO/","USD","Consumer Defensive","Beverages - Non-Alcoholic",378064994304,"USD","2026-09-16","quote date shown by market-cap source","provider raw value","2026-09-16","Biens de consommation courants","company matched to selected lookup listing","","","https://finance.yahoo.com/quote/KO/","https://finance.yahoo.com/quote/KO/","https://finance.yahoo.com/quote/KO/",""
"Coca-Cola Europacific Partners plc","Coca-Cola Europacific Partners PLC","CCEP","Euronext Amsterdam","CCEP.AS","https://stockanalysis.com/quote/ams/CCEP/","EUR","Consumer Defensive","Beverages—Non-Alcoholic",39730000000,"EUR","2026-09-16","retrieval date of daily exchange list","rounded source display","2026-09-16","Biens de consommation courants","company matched to selected lookup listing","","","https://query2.finance.yahoo.com/v8/finance/chart/CCEP.AS?interval=1d&range=1d","https://query2.finance.yahoo.com/v1/finance/search?q=Coca-Cola+Europacific+Partners+plc&quotesCount=8&newsCount=0","https://stockanalysis.com/list/euronext-amsterdam/",""
"Cognizant Technology Solutions Corp","Cognizant Technology Solutions Corporation","CTSH","Nasdaq Global Select Market","CTSH","https://finance.yahoo.com/quote/CTSH/","USD","Technology","Information Technology Services",27859974144,"USD","2026-09-16","quote date shown by market-cap source","provider raw value","2026-09-16","IT","company matched to selected lookup listing","","","https://finance.yahoo.com/quote/CTSH/","https://finance.yahoo.com/quote/CTSH/","https://finance.yahoo.com/quote/CTSH/",""
"Coinbase Global","Coinbase Global, Inc.","COIN","Nasdaq Global Select Market","COIN","https://finance.yahoo.com/quote/COIN/","USD","Financial Services","Financial Data & Stock Exchanges",43403812864,"USD","2026-09-16","quote date shown by market-cap source","provider raw value","2026-09-16","Finance","company matched to selected lookup listing","","","https://finance.yahoo.com/quote/COIN/","https://finance.yahoo.com/quote/COIN/","https://finance.yahoo.com/quote/COIN/",""
"Colgate-Palmolive Company","Colgate-Palmolive Company","CL","NYSE","CL","https://finance.yahoo.com/quote/CL/","USD","Consumer Defensive","Household & Personal Products",69369970688,"USD","2026-09-16","quote date shown by market-cap source","provider raw value","2026-09-16","Biens de consommation courants","company matched to selected lookup listing","","","https://finance.yahoo.com/quote/CL/","https://finance.yahoo.com/quote/CL/","https://finance.yahoo.com/quote/CL/",""
"Colruyt Group N.V.","Colruyt Group N.V.","COLR","Euronext Brussels","COLR.BR","https://stockanalysis.com/quote/ebr/COLR/","EUR","Consumer Defensive","Grocery Stores",4560000000,"EUR","2026-09-16","retrieval date of daily exchange list","rounded source display","2026-09-16","Biens de consommation courants","company matched to selected lookup listing","","","https://query2.finance.yahoo.com/v8/finance/chart/COLR.BR?interval=1d&range=1d","https://query2.finance.yahoo.com/v1/finance/search?q=Colruyt+Group+N.V.&quotesCount=8&newsCount=0","https://stockanalysis.com/list/euronext-brussels/",""
"Comcast Corp","Comcast Corporation","CMCSA","Nasdaq Global Select Market","CMCSA","https://finance.yahoo.com/quote/CMCSA/","USD","Communication Services","Telecom Services",84209147904,"USD","2026-09-16","quote date shown by market-cap source","provider raw value","2026-09-16","Autres","company matched to selected lookup listing","","","https://finance.yahoo.com/quote/CMCSA/","https://finance.yahoo.com/quote/CMCSA/","https://finance.yahoo.com/quote/CMCSA/",""
"ConocoPhillips","ConocoPhillips","COP","NYSE","COP","https://finance.yahoo.com/quote/COP/","USD","Energy","Oil & Gas E&P",159225266176,"USD","2026-09-16","quote date shown by market-cap source","provider raw value","2026-09-16","Énergie","company matched to selected lookup listing","","","https://finance.yahoo.com/quote/COP/","https://finance.yahoo.com/quote/COP/","https://finance.yahoo.com/quote/COP/",""
"Constellation Brands","Constellation Brands, Inc.","STZ","NYSE","STZ","https://finance.yahoo.com/quote/STZ/","USD","Consumer Defensive","Beverages - Brewers",21014059008,"USD","2026-09-16","quote date shown by market-cap source","provider raw value","2026-09-16","Biens de consommation courants","company matched to selected lookup listing","","","https://finance.yahoo.com/quote/STZ/","https://finance.yahoo.com/quote/STZ/","https://finance.yahoo.com/quote/STZ/",""
"Constellation Energy Corp","Constellation Energy Corporation","CEG","Nasdaq Global Select Market","CEG","https://finance.yahoo.com/quote/CEG/","USD","Utilities","Utilities - Independent Power Producers",91953397760,"USD","2026-09-16","quote date shown by market-cap source","provider raw value","2026-09-16","Services publics","company matched to selected lookup listing","","","https://finance.yahoo.com/quote/CEG/","https://finance.yahoo.com/quote/CEG/","https://finance.yahoo.com/quote/CEG/",""
"CONTINENTAL AG","Continental Aktiengesellschaft","CON","Xetra","CON.DE","https://finance.yahoo.com/quote/CON.DE/","EUR","Consumer Cyclical","Auto Parts",13970000000,"EUR","2026-09-16","quote date shown by market-cap source","rounded source display","2026-09-16","Consommation discrétionnaire","company matched to selected lookup listing","","","https://finance.yahoo.com/quote/CON.DE/","https://finance.yahoo.com/quote/CON.DE/","https://stockanalysis.com/quote/etr/CON/",""
"CONVATEC GROUP PLC","Convatec Group PLC","CTEC","London Stock Exchange","CTEC.L","https://stockanalysis.com/quote/lon/CTEC/","GBp","Healthcare","Medical Instruments & Supplies",4270000000,"GBP","2026-09-16","quote date shown by market-cap source","rounded source display","2026-09-16","Soins de santé","company matched to selected lookup listing","Quote currency is pence; market capitalization is in pounds (GBP).","","https://query2.finance.yahoo.com/v8/finance/chart/CTEC.L?interval=1d&range=1d","https://query2.finance.yahoo.com/v1/finance/search?q=CONVATEC+GROUP+PLC&quotesCount=8&newsCount=0","https://stockanalysis.com/quote/lon/CTEC/",""
"Copart","Copart, Inc.","CPRT","Nasdaq Global Select Market","CPRT","https://finance.yahoo.com/quote/CPRT/","USD","Industrials","Specialty Business Services",28533508096,"USD","2026-09-16","quote date shown by market-cap source","provider raw value","2026-09-16","Consommation discrétionnaire","company matched to selected lookup listing","","","https://finance.yahoo.com/quote/CPRT/","https://finance.yahoo.com/quote/CPRT/","https://finance.yahoo.com/quote/CPRT/",""
"CORBION","Corbion N.V.","CRBN","Euronext Amsterdam","CRBN.AS","https://stockanalysis.com/quote/ams/CRBN/","EUR","Basic Materials","Specialty Chemicals",1300000000,"EUR","2026-09-16","retrieval date of daily exchange list","rounded source display","2026-09-16","Biens de consommation courants","company matched to selected lookup listing","","","https://query2.finance.yahoo.com/v8/finance/chart/CRBN.AS?interval=1d&range=1d","https://query2.finance.yahoo.com/v1/finance/search?q=CORBION&quotesCount=8&newsCount=0","https://stockanalysis.com/list/euronext-amsterdam/",""
"Core Scientific","Core Scientific, Inc.","CORZ","Nasdaq Global Select Market","CORZ","https://finance.yahoo.com/quote/CORZ/","USD","Technology","Software - Infrastructure",5424226304,"USD","2026-09-16","quote date shown by market-cap source","provider raw value","2026-09-16","Autres","company matched to selected lookup listing","","","https://finance.yahoo.com/quote/CORZ/","https://finance.yahoo.com/quote/CORZ/","https://finance.yahoo.com/quote/CORZ/",""
"COREWEAVE","CoreWeave, Inc.","CRWV","Nasdaq Global Select Market","CRWV","https://finance.yahoo.com/quote/CRWV/","USD","Technology","Software - Infrastructure",45970571264,"USD","2026-09-16","quote date shown by market-cap source","provider raw value","2026-09-16","IT","company matched to selected lookup listing","","","https://finance.yahoo.com/quote/CRWV/","https://finance.yahoo.com/quote/CRWV/","https://finance.yahoo.com/quote/CRWV/",""
"Corpay","Corpay, Inc.","CPAY","NYSE","CPAY","https://finance.yahoo.com/quote/CPAY/","USD","Technology","Software—Infrastructure",26412886016,"USD","2026-09-16","quote date shown by market-cap source","provider raw value","2026-09-16","IT","company matched to selected lookup listing","","","https://finance.yahoo.com/quote/CPAY/","https://query2.finance.yahoo.com/v1/finance/search?q=Corpay&quotesCount=8&newsCount=0","https://finance.yahoo.com/quote/CPAY/",""
"CoStar Group","CoStar Group, Inc.","CSGP","Nasdaq Global Select Market","CSGP","https://finance.yahoo.com/quote/CSGP/","USD","Real Estate","Real Estate Services",12301799424,"USD","2026-09-16","quote date shown by market-cap source","provider raw value","2026-09-16","Immobilier","company matched to selected lookup listing","","","https://finance.yahoo.com/quote/CSGP/","https://query2.finance.yahoo.com/v1/finance/search?q=CoStar+Group&quotesCount=8&newsCount=0","https://finance.yahoo.com/quote/CSGP/",""
"Costco Wholesale Corp","Costco Wholesale Corporation","COST","Nasdaq Global Select Market","COST","https://finance.yahoo.com/quote/COST/","USD","Consumer Defensive","Discount Stores",396354748416,"USD","2026-09-16","quote date shown by market-cap source","provider raw value","2026-09-16","Consommation discrétionnaire","company matched to selected lookup listing","","","https://finance.yahoo.com/quote/COST/","https://finance.yahoo.com/quote/COST/","https://finance.yahoo.com/quote/COST/",""
"CREDIT AGRICOLE","Crédit Agricole S.A.","ACA","Euronext Paris","ACA.PA","https://finance.yahoo.com/quote/ACA.PA/","EUR","Financial Services","Banks—Regional",55857135616,"EUR","2026-09-16","quote date shown by market-cap source","provider raw value","2026-09-16","Finance","company matched to selected lookup listing","","","https://finance.yahoo.com/quote/ACA.PA/","https://query2.finance.yahoo.com/v1/finance/search?q=CREDIT+AGRICOLE&quotesCount=8&newsCount=0","https://finance.yahoo.com/quote/ACA.PA/",""
"CrowdStrike Holdings","CrowdStrike Holdings, Inc.","CRWD","Nasdaq Global Select Market","CRWD","https://finance.yahoo.com/quote/CRWD/","USD","Technology","Software - Infrastructure",247136911360,"USD","2026-09-16","quote date shown by market-cap source","provider raw value","2026-09-16","IT","company matched to selected lookup listing","","","https://finance.yahoo.com/quote/CRWD/","https://finance.yahoo.com/quote/CRWD/","https://finance.yahoo.com/quote/CRWD/",""
"CSX Corp","CSX Corporation","CSX","Nasdaq Global Select Market","CSX","https://finance.yahoo.com/quote/CSX/","USD","Industrials","Railroads",88733548544,"USD","2026-09-16","quote date shown by market-cap source","provider raw value","2026-09-16","Industrie","company matched to selected lookup listing","","","https://finance.yahoo.com/quote/CSX/","https://finance.yahoo.com/quote/CSX/","https://finance.yahoo.com/quote/CSX/",""
"CTAC","Ctac N.V.","CTAC","Euronext Amsterdam","CTAC.AS","https://stockanalysis.com/quote/ams/CTAC/","EUR","Technology","Information Technology Services",40750000,"EUR","2026-09-16","retrieval date of daily exchange list","rounded source display","2026-09-16","IT","company matched to selected lookup listing","","","https://query2.finance.yahoo.com/v8/finance/chart/CTAC.AS?interval=1d&range=1d","https://query2.finance.yahoo.com/v1/finance/search?q=CTAC&quotesCount=8&newsCount=0","https://stockanalysis.com/list/euronext-amsterdam/",""
"CTP NV","CTP N.V.","CTPNV","Euronext Amsterdam","CTPNV.AS","https://stockanalysis.com/quote/ams/CTPNV/","EUR","Real Estate","Real Estate—Development",6480000000,"EUR","2026-09-16","retrieval date of daily exchange list","rounded source display","2026-09-16","Immobilier","company matched to selected lookup listing","","","https://query2.finance.yahoo.com/v8/finance/chart/CTPNV.AS?interval=1d&range=1d","https://query2.finance.yahoo.com/v1/finance/search?q=CTP+NV&quotesCount=8&newsCount=0","https://stockanalysis.com/list/euronext-amsterdam/",""
"Curtiss-Wright Corp","Curtiss-Wright Corporation","CW","NYSE","CW","https://finance.yahoo.com/quote/CW/","USD","Industrials","Aerospace & Defense",21054109696,"USD","2026-09-16","quote date shown by market-cap source","provider raw value","2026-09-16","Industrie","company matched to selected lookup listing","","","https://finance.yahoo.com/quote/CW/","https://finance.yahoo.com/quote/CW/","https://finance.yahoo.com/quote/CW/",""
"CVC CAPITAL","CVC Capital Partners plc","CVC","Euronext Amsterdam","CVC.AS","https://finance.yahoo.com/quote/CVC.AS/","EUR","Financial Services","Asset Management",14747838464,"EUR","2026-09-14","quote date shown by market-cap source","provider raw value","2026-09-16","Finance","company matched to selected lookup listing","","","https://finance.yahoo.com/quote/CVC.AS/","https://finance.yahoo.com/quote/CVC.AS/","https://finance.yahoo.com/quote/CVC.AS/",""
"CVS HEALTH Corp","CVS Health Corporation","CVS","NYSE","CVS","https://finance.yahoo.com/quote/CVS/","USD","Healthcare","Healthcare Plans",117307162624,"USD","2026-09-16","quote date shown by market-cap source","provider raw value","2026-09-16","Soins de santé","company matched to selected lookup listing","","","https://finance.yahoo.com/quote/CVS/","https://finance.yahoo.com/quote/CVS/","https://finance.yahoo.com/quote/CVS/",""
"D'IETEREN GROUP","D'Ieteren Group SA","DIE","Euronext Brussels","DIE.BR","https://finance.yahoo.com/quote/DIE.BR/","EUR","Consumer Cyclical","Auto & Truck Dealerships",9013356544,"EUR","2026-09-16","quote date shown by market-cap source","provider raw value","2026-09-16","Consommation discrétionnaire","company matched to selected lookup listing","","","https://finance.yahoo.com/quote/DIE.BR/","https://finance.yahoo.com/quote/DIE.BR/","https://finance.yahoo.com/quote/DIE.BR/",""
